EVENT,BOUT,DATE,OUTCOME,WEIGHTCLASS,METHOD,fighter1,fighter2,fighter1_win,f2_distance_landed_avg,f2_sig_str_landed_avg,f2_recent_avg_distance_landed,f1_sig_str_landed_peak,f1_recent_avg_sig_str_landed,f2_distance_landed_peak,f1_distance_landed_peak,f2_age_at_fight_valley,f2_recent_avg_sig_str_landed,f2_body_landed_peak,f1_distance_landed_avg,f2_sig_str_landed_dec_avg,f1_recent_avg_head_landed,f1_body_landed_avg,f1_sig_str_landed_avg,f1_age_at_fight_valley,f2_head_landed_avg,f1_head_landed_peak,f1_recent_avg_sig_str_per_min,f1_age_at_fight_peak,f2_sig_str_landed_peak,f1_recent_avg_distance_landed,f1_age_at_fight,f1_sig_str_per_min_peak,f2_body_landed_avg,f2_recent_avg_head_landed,f1_recent_avg_body_landed,ratio_HEIGHT,f1_distance_att,ratio_REACH
UFC Fight Night: Rodriguez vs. Penn,Dmitrii Smoliakov vs. Cyril Asker,2017-01-15,L/W,Heavyweight Bout,KO/TKO ,Cyril Asker,Dmitrii Smoliakov,0.0,5.5,9.5,5.5,19.0,16.0,6.0,12.0,33.96577686516085,9.5,4.0,7.0,14.0,14.5,1.5,16.0,30.2943189596167,5.0,19.0,5.9184214512952575,31.06091718001369,14.0,7.0,31.06091718001369,7.080745341614906,3.5,5.0,1.5,0.972972972972973,9,1.0
UFC Fight Night: Rodriguez vs. Penn,Frankie Saenz vs. Augusto Mendes,2017-01-15,L/W,Bantamweight Bout,Decision - Split ,Augusto Mendes,Frankie Saenz,0.0,31.833333333333332,57.0,38.333333333333336,42.0,26.5,46.0,30.0,34.00958247775496,50.333333333333336,23.0,20.0,59.06957890430674,19.0,3.0,26.5,32.9719370294319,27.833333333333332,33.0,2.6790697674418604,33.87268993839836,80.0,20.0,33.87268993839836,2.8,11.833333333333334,24.0,3.0,1.0,89,0.9848484848484849
UFC Fight Night: Rodriguez vs. Penn,Jocelyn Jones-Lybarger vs. Nina Nunes,2017-01-15,L/W,Women's Strawweight Bout,Submission ,Jocelyn Jones-Lybarger,Nina Nunes,0.0,37.666666666666664,54.333333333333336,37.666666666666664,79.0,43.0,76.0,75.0,28.930869267624914,54.333333333333336,20.0,38.666666666666664,66.45630435239732,30.0,5.666666666666667,43.0,30.187542778918548,31.0,60.0,2.912820512820513,31.28268309377139,92.0,38.666666666666664,31.28268309377139,5.266666666666667,13.333333333333334,31.0,5.666666666666667,1.0307692307692307,66,1.0
UFC Fight Night: Rodriguez vs. Penn,Joe Lauzon vs. Marcin Held,2017-01-15,W/L,Lightweight Bout,Decision - Split ,Joe Lauzon,Marcin Held,1.0,21.5,26.5,21.5,54.0,32.0,23.0,35.0,24.799452429842574,26.5,2.0,11.347826086956522,30.0,28.333333333333332,1.9130434782608696,21.08695652173913,22.338124572210816,25.0,46.0,6.760723514211886,32.65160848733744,30.0,16.333333333333332,32.65160848733744,15.348837209302326,1.0,25.0,3.3333333333333335,1.0144927536231885,46,1.0
UFC Fight Night: Rodriguez vs. Penn,John Moraga vs. Sergio Pettis,2017-01-15,L/W,Flyweight Bout,Decision - Unanimous ,John Moraga,Sergio Pettis,0.0,47.5,55.875,38.333333333333336,56.0,35.333333333333336,76.0,31.0,20.246406570841888,48.666666666666664,13.0,19.0,55.13877107440541,19.666666666666668,8.3,30.9,28.3750855578371,43.75,28.0,2.3555555555555556,32.824093086926766,81.0,27.333333333333332,32.824093086926766,9.026548672566372,6.0,43.333333333333336,8.666666666666666,1.0,116,0.9565217391304348
UFC Fight Night: Rodriguez vs. Penn,Walt Harris vs. Chase Sherman,2017-01-15,W/L,Heavyweight Bout,KO/TKO ,Chase Sherman,Walt Harris,1.0,17.666666666666668,22.833333333333332,22.0,59.0,39.5,29.0,58.0,30.47501711156742,32.0,10.0,39.0,26.008397918370093,16.0,8.0,39.5,26.72142368240931,14.5,26.0,3.268185104844541,27.16495550992471,33.0,39.0,27.16495550992471,3.933333333333333,6.0,23.333333333333332,8.0,0.987012987012987,63,1.0129870129870129
UFC Fight Night: Rodriguez vs. Penn,Yair Rodriguez vs. BJ Penn,2017-01-15,W/L,Featherweight Bout,KO/TKO ,BJ Penn,Yair Rodriguez,1.0,43.666666666666664,57.0,52.0,122.0,13.666666666666666,106.0,110.0,22.10814510609172,66.66666666666667,17.0,21.791666666666668,62.74752481579372,12.333333333333334,5.958333333333333,36.458333333333336,22.390143737166323,31.166666666666668,109.0,1.083985231337255,38.091718001368925,120.0,12.333333333333334,38.091718001368925,27.272727272727273,12.0,35.666666666666664,1.3333333333333333,0.971830985915493,21,0.9859154929577465
UFC on FOX: Shevchenko vs. Pena,Alex Caceres vs. Jason Knight,2017-01-28,L/W,Featherweight Bout,Submission ,Alex Caceres,Jason Knight,0.0,38.5,48.5,48.666666666666664,106.0,62.0,69.0,93.0,23.408624229979466,55.333333333333336,11.0,38.5,56.83925535658379,41.666666666666664,10.375,46.125,22.76249144421629,35.0,82.0,3.944789067142008,28.607802874743328,76.0,53.666666666666664,28.607802874743328,7.066666666666666,5.0,37.333333333333336,12.0,1.0,58,1.028169014084507
UFC on FOX: Shevchenko vs. Pena,Alexandre Pantoja vs. Eric Shelton,2017-01-28,W/L,Flyweight Bout,Decision - Split ,Alexandre Pantoja,Eric Shelton,1.0,29.0,32.0,29.0,37.0,37.0,29.0,32.0,25.987679671457904,32.0,1.0,32.0,,27.0,6.0,37.0,26.78713210130048,31.0,27.0,2.466666666666667,26.78713210130048,32.0,32.0,26.78713210130048,2.466666666666667,1.0,31.0,6.0,0.9848484848484849,92,0.9852941176470589
UFC on FOX: Shevchenko vs. Pena,Andrei Arlovski vs. Francis Ngannou,2017-01-28,L/W,Heavyweight Bout,KO/TKO ,Andrei Arlovski,Francis Ngannou,0.0,11.0,15.6,2.6666666666666665,66.0,19.0,31.0,64.0,29.286789869952088,5.666666666666667,3.0,15.136363636363637,15.60551233106136,11.0,2.4545454545454546,21.363636363636363,21.78507871321013,12.8,42.0,2.495571373016493,37.98220396988364,36.0,11.666666666666666,37.98220396988364,10.88967971530249,1.6,4.333333333333333,4.666666666666667,0.9868421052631579,9,0.927710843373494
UFC on FOX: Shevchenko vs. Pena,Bobby Nash vs. Li Jingliang,2017-01-28,L/W,Welterweight Bout,KO/TKO ,Bobby Nash,Li Jingliang,0.0,30.333333333333332,39.833333333333336,33.333333333333336,39.0,39.0,67.0,26.0,26.17659137577002,40.666666666666664,11.0,26.0,35.63838712147275,25.0,3.0,39.0,26.844626967830255,28.166666666666668,25.0,4.0,26.844626967830255,79.0,26.0,26.844626967830255,4.0,3.0,29.333333333333332,3.0,1.0,85,1.0422535211267605
UFC on FOX: Shevchenko vs. Pena,Donald Cerrone vs. Jorge Masvidal,2017-01-28,L/W,Welterweight Bout,KO/TKO ,Donald Cerrone,Jorge Masvidal,0.0,39.38461538461539,56.61538461538461,53.666666666666664,96.0,46.0,92.0,85.0,28.435318275154003,71.66666666666667,35.0,36.25,60.66573518785217,26.0,10.0,43.291666666666664,27.857631759069132,36.30769230769231,56.0,5.786749791937646,33.83709787816564,113.0,43.0,33.83709787816564,9.94475138121547,14.0,48.666666666666664,8.666666666666666,1.028169014084507,65,0.9864864864864865
UFC on FOX: Shevchenko vs. Pena,Eric Spicely vs. Alessio Di Chirico,2017-01-28,W/L,Middleweight Bout,Submission ,Alessio Di Chirico,Eric Spicely,1.0,2.3333333333333335,4.333333333333333,2.3333333333333335,65.0,42.333333333333336,6.0,61.0,29.78781656399726,4.333333333333333,2.0,32.666666666666664,5.953854612712859,30.666666666666668,7.666666666666667,42.333333333333336,26.327173169062284,3.3333333333333335,51.0,2.9492537313432834,27.129363449691994,7.0,32.666666666666664,27.129363449691994,4.333333333333333,0.6666666666666666,3.3333333333333335,7.666666666666667,0.9863013698630136,2,1.0136986301369864
UFC on FOX: Shevchenko vs. Pena,Henrique da Silva vs. Jordan Johnson,2017-01-28,L/W,Light Heavyweight Bout,Decision - Unanimous ,Henrique da Silva,Jordan Johnson,0.0,23.0,39.0,23.0,81.0,27.333333333333332,23.0,25.0,28.194387405886378,39.0,2.0,18.25,,11.0,14.75,40.75,26.757015742642025,36.0,55.0,2.762046001511035,27.408624229979466,39.0,16.0,27.408624229979466,8.82032667876588,2.0,36.0,12.666666666666666,1.0135135135135136,33,0.9620253164556962
UFC on FOX: Shevchenko vs. Pena,Jason Gonzalez vs. JC Cottrell,2017-01-28,W/L,Lightweight Bout,Submission ,JC Cottrell,Jason Gonzalez,1.0,6.5,7.0,6.5,14.0,7.5,9.0,14.0,26.532511978097194,7.0,1.0,7.5,10.0,5.0,0.5,7.5,26.715947980835043,4.5,9.0,0.5948717948717949,27.23340177960301,10.0,7.5,27.23340177960301,0.9333333333333333,1.0,4.5,0.5,0.9324324324324325,6,0.9554054054054054
UFC on FOX: Shevchenko vs. Pena,Marcos Rogerio de Lima vs. Jeremy Kimball,2017-01-28,W/L,Light Heavyweight Bout,KO/TKO ,Jeremy Kimball,Marcos Rogerio de Lima,1.0,4.666666666666667,12.166666666666666,4.666666666666667,5.0,5.0,8.0,5.0,28.930869267624914,14.333333333333334,4.0,5.0,11.99078746141322,3.0,1.0,5.0,26.069815195071868,7.833333333333333,3.0,2.0408163265306123,26.069815195071868,29.0,5.0,26.069815195071868,2.0408163265306123,1.6666666666666667,10.666666666666666,1.0,0.9863013698630136,17,0.96
UFC on FOX: Shevchenko vs. Pena,Nate Marquardt vs. Sam Alvey,2017-01-28,L/W,Middleweight Bout,Decision - Unanimous ,Nate Marquardt,Sam Alvey,0.0,19.3,29.4,40.666666666666664,67.0,19.666666666666668,62.0,44.0,28.279260780287473,52.666666666666664,13.0,13.826086956521738,31.202274683690238,8.333333333333334,4.3478260869565215,23.565217391304348,26.297056810403834,20.0,42.0,2.0834094368340943,37.776865160848736,82.0,15.666666666666666,37.776865160848736,16.097560975609756,5.5,32.666666666666664,5.333333333333333,0.972972972972973,53,0.9866666666666667
UFC on FOX: Shevchenko vs. Pena,Raphael Assuncao vs. Aljamain Sterling,2017-01-28,W/L,Bantamweight Bout,Decision - Split ,Aljamain Sterling,Raphael Assuncao,1.0,38.0,47.0,47.0,62.0,35.666666666666664,87.0,52.0,28.6652977412731,54.333333333333336,11.0,19.666666666666668,53.5761937427168,13.666666666666666,12.333333333333334,41.166666666666664,24.56399726214921,25.5,39.0,2.691039426523297,27.496235455167692,100.0,28.0,27.496235455167692,4.481927710843373,7.3,24.666666666666668,9.666666666666666,1.0307692307692307,172,1.0757575757575757
UFC on FOX: Shevchenko vs. Pena,Valentina Shevchenko vs. Julianna Pena,2017-01-28,W/L,Women's Bantamweight Bout,Submission ,Julianna Pena,Valentina Shevchenko,1.0,28.0,40.0,33.333333333333336,37.0,24.333333333333332,83.0,13.0,27.783709787816566,42.666666666666664,8.0,2.8,51.883462987202925,10.666666666666666,7.2,28.6,24.281998631074607,23.0,32.0,1.9712556141378637,27.444216290212182,87.0,4.666666666666667,27.444216290212182,9.288702928870293,5.25,23.666666666666668,11.666666666666666,1.0153846153846153,2,1.0454545454545454
UFC Fight Night: Bermudez vs. The Korean Zombie,Abel Trujillo vs. James Vick,2017-02-04,L/W,Lightweight Bout,Submission ,Abel Trujillo,James Vick,0.0,33.714285714285715,36.42857142857143,40.0,57.0,16.666666666666668,94.0,35.0,26.480492813141684,42.666666666666664,15.0,11.7,41.91201660065189,13.333333333333334,5.6,24.4,29.22381930184805,26.857142857142858,42.0,1.5208012326656395,33.38261464750171,94.0,13.0,33.38261464750171,6.5316455696202524,5.857142857142857,33.333333333333336,3.0,0.9066666666666666,32,0.9210526315789473
UFC Fight Night: Bermudez vs. The Korean Zombie,Adam Milstead vs. Curtis Blaydes,2017-02-04,NC/NC,Heavyweight Bout,Overturned ,Adam Milstead,Curtis Blaydes,0.0,10.666666666666666,33.666666666666664,10.666666666666666,58.0,29.5,21.0,47.0,25.141683778234086,33.666666666666664,7.0,24.0,39.53476670295849,26.5,2.5,29.5,28.906228610540726,22.333333333333332,52.0,3.2998316333623388,29.593429158110883,52.0,24.0,29.593429158110883,6.432532347504622,3.0,22.333333333333332,2.5,0.9868421052631579,1,0.95
UFC Fight Night: Bermudez vs. The Korean Zombie,Alex Morono vs. Niko Price,2017-02-04,NC/NC,Welterweight Bout,Overturned ,Alex Morono,Niko Price,0.0,11.5,14.5,11.5,111.0,66.33333333333333,19.0,92.0,27.252566735112936,14.5,6.0,56.333333333333336,6.0,50.0,8.0,66.33333333333333,25.37987679671458,7.5,85.0,4.9222222222222225,26.472279260780287,23.0,56.333333333333336,26.472279260780287,7.4,3.5,7.5,8.0,0.9861111111111112,118,0.9473684210526315
UFC Fight Night: Bermudez vs. The Korean Zombie,Alexa Grasso vs. Felice Herrig,2017-02-04,L/W,Women's Strawweight Bout,Decision - Unanimous ,Alexa Grasso,Felice Herrig,0.0,18.5,27.25,24.333333333333332,80.0,72.5,52.0,78.0,30.23134839151266,33.666666666666664,21.0,56.5,15.946554793198468,35.5,17.5,72.5,23.241615331964407,15.25,43.0,4.833333333333333,23.49075975359343,60.0,56.5,23.49075975359343,5.333333333333333,10.0,17.666666666666668,17.5,1.015625,203,1.0153846153846153
UFC Fight Night: Bermudez vs. The Korean Zombie,Anthony Hamilton vs. Marcel Fortuna,2017-02-04,L/W,Heavyweight Bout,KO/TKO ,Anthony Hamilton,Marcel Fortuna,0.0,11.0,15.0,11.0,83.0,7.666666666666667,11.0,16.0,31.288158795345655,15.0,3.0,5.25,,4.666666666666667,16.25,26.75,34.20396988364134,11.0,29.0,14.330827067669171,36.8104038329911,15.0,4.0,36.8104038329911,38.57142857142857,3.0,11.0,3.0,1.0547945205479452,30,1.027027027027027
UFC Fight Night: Bermudez vs. The Korean Zombie,Chas Skelly vs. Chris Gruetzemacher,2017-02-04,W/L,Featherweight Bout,Submission ,Chas Skelly,Chris Gruetzemacher,1.0,48.0,65.5,48.0,42.0,16.333333333333332,81.0,24.0,29.48665297741273,65.5,22.0,9.5,103.0,14.333333333333334,1.875,16.5,28.93908281998631,28.5,33.0,2.6502562820352544,31.737166324435318,103.0,12.0,31.737166324435318,4.207011686143572,13.5,28.5,2.0,1.0441176470588236,40,1.0588235294117647
UFC Fight Night: Bermudez vs. The Korean Zombie,Daniel Jolly vs. Khalil Rountree Jr.,2017-02-04,L/W,Light Heavyweight Bout,KO/TKO ,Daniel Jolly,Khalil Rountree Jr.,0.0,2.6666666666666665,6.666666666666667,2.6666666666666665,6.0,3.0,5.0,5.0,26.362765229295004,6.666666666666667,2.0,2.5,8.01073264035158,0.5,2.0,3.0,30.967830253251197,5.666666666666667,1.0,0.631578947368421,32.421629021218344,14.0,2.5,32.421629021218344,1.263157894736842,1.0,5.666666666666667,2.0,1.0,3,0.9868421052631579
UFC Fight Night: Bermudez vs. The Korean Zombie,Dennis Bermudez vs. Chan Sung Jung,2017-02-04,L/W,Featherweight Bout,KO/TKO ,Chan Sung Jung,Dennis Bermudez,0.0,20.53846153846154,45.61538461538461,15.333333333333334,74.0,36.0,51.0,60.0,24.971937029431896,43.0,16.0,21.4,47.347824722906246,29.333333333333332,3.4,28.8,24.024640657084188,32.38461538461539,59.0,4.145719249784268,29.88911704312115,120.0,28.666666666666668,29.88911704312115,51.42857142857143,5.538461538461538,30.333333333333332,5.0,1.0151515151515151,30,1.0909090909090908
UFC Fight Night: Bermudez vs. The Korean Zombie,Jessica Andrade vs. Angela Hill,2017-02-04,W/L,Women's Strawweight Bout,Decision - Unanimous ,Angela Hill,Jessica Andrade,1.0,43.8,66.6,51.0,107.0,42.666666666666664,196.0,55.0,21.83709787816564,89.33333333333333,41.0,28.0,55.55528406345756,28.333333333333332,16.25,58.75,29.913757700205338,48.9,68.0,4.014903526280772,32.062970568104035,206.0,26.666666666666668,32.062970568104035,7.133333333333334,14.4,62.0,11.333333333333334,1.0327868852459017,145,1.032258064516129
UFC Fight Night: Bermudez vs. The Korean Zombie,Ovince Saint Preux vs. Volkan Oezdemir,2017-02-04,L/W,Light Heavyweight Bout,Decision - Split ,Ovince Saint Preux,Volkan Oezdemir,0.0,71.0,82.0,71.0,76.0,48.666666666666664,71.0,69.0,27.378507871321013,82.0,17.0,21.0,,32.333333333333336,5.833333333333333,28.833333333333332,30.053388090349078,51.0,61.0,3.0165744784085398,33.828884325804246,82.0,41.666666666666664,33.828884325804246,15.882352941176471,17.0,51.0,10.333333333333334,1.0135135135135136,177,1.0666666666666667
UFC Fight Night: Bermudez vs. The Korean Zombie,Ricardo Ramos vs. Michinori Tanaka,2017-02-04,W/L,Bantamweight Bout,Decision - Unanimous ,Michinori Tanaka,Ricardo Ramos,1.0,19.0,45.0,19.0,57.0,35.0,19.0,47.0,21.51403148528405,45.0,14.0,18.2,,22.0,3.2,29.6,23.693360711841205,27.0,46.0,2.3333333333333335,26.338124572210816,45.0,26.0,26.338124572210816,3.8,14.0,27.0,4.333333333333333,0.9420289855072463,66,0.9305555555555556
UFC Fight Night: Bermudez vs. The Korean Zombie,Tecia Pennington vs. Bec Rawlings,2017-02-04,W/L,Women's Strawweight Bout,Decision - Unanimous ,Bec Rawlings,Tecia Pennington,1.0,59.2,69.4,61.666666666666664,77.0,45.0,89.0,63.0,25.322381930184804,73.0,29.0,30.4,65.17536585570784,32.333333333333336,9.2,45.0,25.831622176591377,40.6,61.0,3.858254468980021,27.980835044490075,96.0,35.0,27.980835044490075,5.133333333333334,14.6,44.0,12.0,1.0819672131147542,141,1.0666666666666667
UFC 208: Holm vs. De Randamie,Anderson Silva vs. Derek Brunson,2017-02-11,W/L,Middleweight Bout,Decision - Unanimous ,Anderson Silva,Derek Brunson,1.0,12.5,23.0,14.333333333333334,108.0,45.0,35.0,103.0,28.985626283367555,25.666666666666668,5.0,21.954545454545453,17.23036880562309,28.0,6.909090909090909,33.63636363636363,31.20602327173169,17.6,57.0,2.3333333333333335,41.831622176591374,54.0,38.333333333333336,41.831622176591374,20.816326530612244,1.5,19.0,10.666666666666666,1.0136986301369864,61,1.0
UFC 208: Holm vs. De Randamie,Dustin Poirier vs. Jim Miller,2017-02-11,W/L,Lightweight Bout,Decision - Majority ,Dustin Poirier,Jim Miller,1.0,19.923076923076923,29.923076923076923,46.0,97.0,46.333333333333336,60.0,80.0,25.136208076659823,59.666666666666664,25.0,28.88235294117647,32.284753710436604,38.0,4.117647058823529,43.88235294117647,21.949349760438057,18.307692307692307,79.0,7.580563161275056,28.06297056810404,91.0,37.0,28.06297056810404,12.485549132947977,6.153846153846154,35.666666666666664,3.6666666666666665,1.0147058823529411,185,1.0140845070422535
UFC 208: Holm vs. De Randamie,Glover Teixeira vs. Jared Cannonier,2017-02-11,W/L,Light Heavyweight Bout,Decision - Unanimous ,Glover Teixeira,Jared Cannonier,1.0,21.5,29.25,25.333333333333332,85.0,10.333333333333334,41.0,50.0,30.80082135523614,35.666666666666664,9.0,17.083333333333332,38.60404508631222,8.333333333333334,4.083333333333333,33.833333333333336,32.577686516084874,21.0,84.0,3.1829059829059827,37.29226557152635,59.0,6.0,37.29226557152635,8.709677419354838,4.25,26.333333333333332,1.6666666666666667,1.0422535211267605,36,0.987012987012987
UFC 208: Holm vs. De Randamie,Holly Holm vs. Germaine de Randamie,2017-02-11,L/W,UFC Women's Featherweight Title Bout,Decision - Unanimous ,Germaine de Randamie,Holly Holm,0.0,48.5,56.166666666666664,56.0,80.0,42.333333333333336,63.0,49.0,33.36618754277892,63.333333333333336,25.0,20.2,52.42945037369848,21.0,13.4,35.6,29.256673511293634,24.333333333333332,28.0,4.033994603587356,32.80219028062971,77.0,28.0,32.80219028062971,4.778761061946903,16.666666666666668,24.333333333333332,14.333333333333334,1.0147058823529411,113,1.0289855072463767
UFC 208: Holm vs. De Randamie,Jacare Souza vs. Tim Boetsch,2017-02-11,W/L,Middleweight Bout,Submission ,Jacare Souza,Tim Boetsch,1.0,15.619047619047619,26.0,7.666666666666667,39.0,25.333333333333332,42.0,22.0,27.01163586584531,19.333333333333332,20.0,8.125,23.29333373759476,19.666666666666668,4.125,20.75,33.445585215605746,15.285714285714286,38.0,4.105906225246048,37.18275154004107,60.0,9.333333333333334,37.18275154004107,10.05988023952096,6.285714285714286,13.0,4.666666666666667,1.0138888888888888,14,0.972972972972973
UFC 208: Holm vs. De Randamie,Nik Lentz vs. Islam Makhachev,2017-02-11,L/W,Lightweight Bout,Decision - Unanimous ,Islam Makhachev,Nik Lentz,0.0,22.11111111111111,40.27777777777778,22.0,43.0,19.666666666666668,60.0,17.0,25.100616016427104,36.666666666666664,24.0,10.25,43.10840836463202,14.666666666666666,4.5,22.75,23.57015742642026,24.38888888888889,37.0,1.9769392033542976,25.295003422313485,71.0,8.0,25.295003422313485,4.192139737991266,10.055555555555555,24.333333333333332,5.0,1.0294117647058822,25,1.0294117647058822
UFC 208: Holm vs. De Randamie,Randy Brown vs. Belal Muhammad,2017-02-11,L/W,Welterweight Bout,Decision - Unanimous ,Belal Muhammad,Randy Brown,0.0,19.6,32.8,24.0,77.0,46.666666666666664,48.0,69.0,25.56331279945243,35.333333333333336,10.0,46.25,27.90984678191404,26.666666666666668,3.0,54.25,27.994524298425734,22.4,71.0,3.8739419958117005,28.594113620807665,52.0,38.666666666666664,28.594113620807665,5.133333333333334,5.8,24.666666666666668,3.0,0.9466666666666667,130,0.9230769230769231
UFC 208: Holm vs. De Randamie,Ricky Glenn vs. Phillipe Nover,2017-02-11,W/L,Featherweight Bout,Decision - Split ,Phillipe Nover,Ricky Glenn,1.0,39.0,55.0,39.0,50.0,36.333333333333336,48.0,35.0,27.433264887063654,55.0,20.0,16.285714285714285,58.0,24.0,6.714285714285714,23.285714285714285,24.859685147159478,31.0,41.0,2.422222222222222,33.02395619438741,58.0,28.666666666666668,33.02395619438741,3.3333333333333335,15.0,31.0,10.0,0.9583333333333334,80,1.0285714285714285
UFC 208: Holm vs. De Randamie,Ryan LaFlare vs. Roan Carneiro,2017-02-11,W/L,Welterweight Bout,Decision - Unanimous ,Roan Carneiro,Ryan LaFlare,1.0,32.42857142857143,51.857142857142854,32.666666666666664,33.0,17.333333333333332,57.0,28.0,29.51403148528405,39.666666666666664,32.0,6.777777777777778,55.093381856600395,12.0,2.0,14.777777777777779,28.840520191649556,27.571428571428573,24.0,1.1555555555555557,38.69678302532512,75.0,12.666666666666666,38.69678302532512,2.807017543859649,18.428571428571427,19.333333333333332,3.0,0.9726027397260274,40,1.027027027027027
UFC 208: Holm vs. De Randamie,Wilson Reis vs. Yuta Sasaki,2017-02-11,W/L,Flyweight Bout,Decision - Unanimous ,Wilson Reis,Yuta Sasaki,1.0,11.0,14.0,14.666666666666666,48.0,28.666666666666668,26.0,28.0,24.876112251882272,19.0,8.0,14.75,9.116233602093162,19.333333333333332,3.5,25.625,28.706365503080082,8.4,36.0,2.5561671763506624,32.09856262833676,34.0,19.333333333333332,32.09856262833676,3.75,2.8,11.0,4.0,0.9142857142857143,73,0.9154929577464789
UFC Fight Night: Lewis vs. Browne,Aiemann Zahabi vs. Reginaldo Vieira,2017-02-19,W/L,Bantamweight Bout,Decision - Unanimous ,Aiemann Zahabi,Reginaldo Vieira,1.0,33.666666666666664,47.666666666666664,33.666666666666664,44.0,44.0,59.0,41.0,32.67898699520876,47.666666666666664,15.0,41.0,35.3577224280656,39.0,3.0,44.0,29.253935660506503,25.333333333333332,39.0,2.933333333333333,29.253935660506503,64.0,41.0,29.253935660506503,2.933333333333333,11.666666666666666,25.333333333333332,3.0,1.0149253731343284,106,1.0461538461538462
UFC Fight Night: Lewis vs. Browne,Carla Esparza vs. Randa Markos,2017-02-19,L/W,Women's Strawweight Bout,Decision - Split ,Carla Esparza,Randa Markos,0.0,29.833333333333332,40.833333333333336,31.666666666666668,42.0,21.333333333333332,65.0,24.0,29.338809034907598,46.0,6.0,10.5,39.18148609302996,16.0,5.5,26.5,27.173169062286107,34.666666666666664,36.0,1.4769599042489527,29.363449691991786,86.0,10.333333333333334,29.363449691991786,3.673469387755102,2.1666666666666665,42.666666666666664,5.333333333333333,0.953125,118,1.0
UFC Fight Night: Lewis vs. Browne,Derrick Lewis vs. Travis Browne,2017-02-19,W/L,Heavyweight Bout,KO/TKO ,Derrick Lewis,Travis Browne,1.0,13.9375,22.8125,20.666666666666668,53.0,38.333333333333336,48.0,21.0,27.923340177960302,21.333333333333332,18.0,5.636363636363637,26.00895614180785,31.333333333333332,2.909090909090909,25.0,29.193702943189596,13.8125,47.0,3.10277524165616,32.03285420944559,60.0,15.0,32.03285420944559,6.385542168674698,5.1875,10.666666666666666,5.333333333333333,0.9615384615384616,50,1.0
UFC Fight Night: Lewis vs. Browne,Elias Theodorou vs. Cezar Ferreira,2017-02-19,W/L,Middleweight Bout,Decision - Unanimous ,Cezar Ferreira,Elias Theodorou,1.0,23.666666666666668,43.0,26.333333333333332,42.0,17.0,28.0,35.0,25.87542778918549,34.333333333333336,21.0,12.909090909090908,40.14783826219452,8.0,4.454545454545454,16.363636363636363,27.351129363449694,21.333333333333332,27.0,1.3751482340809484,32.01095140314853,73.0,14.666666666666666,32.01095140314853,4.615384615384615,13.5,9.666666666666666,4.666666666666667,1.0,36,1.04
UFC Fight Night: Lewis vs. Browne,Gerald Meerschaert vs. Ryan Janes,2017-02-19,W/L,Middleweight Bout,Submission ,Gerald Meerschaert,Ryan Janes,1.0,39.0,42.5,39.0,14.0,8.5,75.0,8.0,35.29911019849418,42.5,15.0,5.5,82.0,7.5,0.5,8.5,28.97741273100616,29.0,13.0,2.624113475177305,29.17453798767967,82.0,5.5,29.17453798767967,3.333333333333333,7.5,29.0,0.5,0.9733333333333334,6,1.013157894736842
UFC Fight Night: Lewis vs. Browne,Jack Marshman vs. Thiago Santos,2017-02-19,L/W,Middleweight Bout,KO/TKO ,Jack Marshman,Thiago Santos,0.0,10.1,17.6,7.666666666666667,42.0,24.0,36.0,32.0,29.571526351813826,11.333333333333334,18.0,18.5,15.815665204965917,19.5,3.5,24.0,26.91854893908282,7.7,33.0,2.831240188383046,27.170431211498972,52.0,18.5,27.170431211498972,4.846153846153847,3.8,6.0,3.5,0.972972972972973,42,0.9605263157894737
UFC Fight Night: Lewis vs. Browne,Johny Hendricks vs. Hector Lombard,2017-02-19,W/L,Middleweight Bout,Decision - Unanimous ,Hector Lombard,Johny Hendricks,1.0,29.894736842105264,44.63157894736842,35.0,60.0,40.0,138.0,43.0,25.905544147843944,46.333333333333336,15.0,21.22222222222222,47.800828814931144,32.666666666666664,4.444444444444445,33.888888888888886,34.46406570841889,30.105263157894736,54.0,3.8684378524971805,39.04722792607803,158.0,19.333333333333332,39.04722792607803,6.605504587155964,3.8421052631578947,31.0,3.6666666666666665,1.0,98,1.0289855072463767
UFC Fight Night: Lewis vs. Browne,Nordine Taleb vs. Santiago Ponzinibbio,2017-02-19,L/W,Welterweight Bout,Decision - Unanimous ,Nordine Taleb,Santiago Ponzinibbio,0.0,36.125,39.375,44.666666666666664,66.0,30.333333333333332,55.0,61.0,27.121149897330596,49.666666666666664,8.0,27.5,41.44513142876028,11.0,9.0,40.166666666666664,32.84873374401095,30.5,49.0,3.0035235120884654,35.696098562628336,58.0,27.666666666666668,35.696098562628336,4.4,4.0,42.0,6.0,1.0138888888888888,121,1.0136986301369864
UFC Fight Night: Lewis vs. Browne,Paul Felder vs. Alex Ricci,2017-02-19,W/L,Lightweight Bout,KO/TKO ,Alex Ricci,Paul Felder,1.0,28.0,41.75,29.0,28.0,24.5,45.0,21.0,30.442162902121833,32.333333333333336,15.0,17.0,43.41893928549764,9.5,9.5,24.5,34.10266940451746,22.75,12.0,3.1516431924882626,34.5845311430527,60.0,17.0,34.5845311430527,4.436619718309859,8.75,13.0,9.5,1.0,59,1.0357142857142858
