EVENT,BOUT,DATE,OUTCOME,WEIGHTCLASS,METHOD,fighter1,fighter2,fighter1_win,f2_distance_landed_avg,f2_sig_str_landed_avg,f2_recent_avg_distance_landed,f1_sig_str_landed_peak,f1_recent_avg_sig_str_landed,f2_distance_landed_peak,f1_distance_landed_peak,f2_age_at_fight_valley,f2_recent_avg_sig_str_landed,f2_body_landed_peak,f1_distance_landed_avg,f2_sig_str_landed_dec_avg,f1_recent_avg_head_landed,f1_body_landed_avg,f1_sig_str_landed_avg,f1_age_at_fight_valley,f2_head_landed_avg,f1_head_landed_peak,f1_recent_avg_sig_str_per_min,f1_age_at_fight_peak,f2_sig_str_landed_peak,f1_recent_avg_distance_landed,f1_age_at_fight,f1_sig_str_per_min_peak,f2_body_landed_avg,f2_recent_avg_head_landed,f1_recent_avg_body_landed,ratio_HEIGHT,f1_distance_att,ratio_REACH
UFC 42: Sudden Impact,Dave Strasser vs. Romie Aram,2003-04-25,W/L,Welterweight Bout,Decision - Unanimous ,Dave Strasser,Romie Aram,1.0,10.0,24.0,10.0,60.0,60.0,10.0,22.0,25.39356605065024,24.0,1.0,22.0,,46.0,12.0,60.0,33.782340862423,21.0,46.0,4.0,33.782340862423,24.0,22.0,33.782340862423,4.0,1.0,21.0,12.0,1.0,56,1.0
UFC 42: Sudden Impact,David Loiseau vs. Mark Weir,2003-04-25,W/L,Middleweight Bout,KO/TKO ,David Loiseau,Mark Weir,1.0,1.6666666666666667,8.333333333333334,1.6666666666666667,16.0,16.0,3.0,1.0,34.8145106091718,8.333333333333334,2.0,1.0,12.124800648914118,15.0,0.0,16.0,23.353867214236825,7.666666666666667,15.0,4.085106382978724,23.353867214236825,19.0,1.0,23.353867214236825,4.085106382978724,0.6666666666666666,7.666666666666667,0.0,0.972972972972973,1,1.0026385224274408
UFC 42: Sudden Impact,Duane Ludwig vs. Genki Sudo,2003-04-25,W/L,Lightweight Bout,Decision - Unanimous ,Duane Ludwig,Genki Sudo,1.0,7.0,16.5,7.0,38.0,38.0,11.0,12.0,24.347707049965777,16.5,3.0,12.0,9.0,13.0,22.0,38.0,24.722792607802873,10.5,13.0,2.533333333333333,24.722792607802873,24.0,12.0,24.722792607802873,2.533333333333333,1.5,10.5,22.0,1.0144927536231885,24,0.9900990099009901
UFC 42: Sudden Impact,Hermes Franca vs. Richard Crunkilton,2003-04-25,W/L,Lightweight Bout,Decision - Unanimous ,Hermes Franca,Richard Crunkilton,1.0,16.0,29.0,16.0,27.0,27.0,16.0,20.0,23.41409993155373,29.0,2.0,20.0,,20.0,4.0,27.0,28.66255989048597,22.0,20.0,1.8,28.66255989048597,29.0,20.0,28.66255989048597,1.8,2.0,22.0,4.0,0.9850746268656716,43,1.0319767441860466
UFC 42: Sudden Impact,Matt Hughes vs. Sean Sherk,2003-04-25,W/L,UFC Welterweight Title Bout,Decision - Unanimous ,Matt Hughes,Sean Sherk,1.0,1.25,14.5,1.3333333333333333,77.0,41.333333333333336,2.0,13.0,27.55373032169747,15.333333333333334,1.0,4.25,12.479054755515424,34.333333333333336,7.0,33.0,25.946611909650922,13.0,48.0,3.0918293046851684,29.530458590006845,21.0,4.333333333333333,29.530458590006845,5.133333333333334,0.25,13.666666666666666,6.333333333333333,1.0454545454545454,36,1.0895522388059702
UFC 42: Sudden Impact,Pete Spratt vs. Robbie Lawler,2003-04-25,W/L,Welterweight Bout,Submission ,Pete Spratt,Robbie Lawler,1.0,10.5,28.0,2.6666666666666665,19.0,7.666666666666667,34.0,7.0,20.139630390143736,16.0,12.0,3.3333333333333335,29.95584161172669,2.3333333333333335,2.6666666666666665,7.666666666666667,31.449691991786448,19.0,6.0,1.452483579638752,32.290212183436005,64.0,3.3333333333333335,32.290212183436005,2.544642857142857,8.0,8.0,2.6666666666666665,0.971830985915493,12,0.9581081081081082
UFC 42: Sudden Impact,Rich Franklin vs. Evan Tanner,2003-04-25,W/L,Light Heavyweight Bout,KO/TKO ,Evan Tanner,Rich Franklin,1.0,16.0,16.0,16.0,70.0,27.666666666666668,16.0,10.0,28.553045859000683,16.0,1.0,3.625,,17.333333333333332,6.0,20.75,27.906913073237508,13.0,47.0,3.4166666666666665,32.199863107460644,16.0,3.6666666666666665,32.199863107460644,7.752808988764045,1.0,13.0,9.333333333333334,0.9863013698630136,12,0.9736842105263158
UFC 42: Sudden Impact,Wesley Correira vs. Sean Alvarez,2003-04-25,W/L,Heavyweight Bout,KO/TKO ,Sean Alvarez,Wesley Correira,1.0,13.5,24.0,13.5,6.0,6.0,24.0,5.0,23.876796714579054,24.0,4.0,5.0,26.0,1.0,0.0,6.0,31.78097193702943,21.0,1.0,0.8866995073891626,31.78097193702943,26.0,5.0,31.78097193702943,0.8866995073891626,2.5,21.0,0.0,0.96,10,0.9590268886043536
UFC 43: Meltdown,Falaniko Vitale vs. Matt Lindland,2003-06-06,W/L,Middleweight Bout,KO/TKO ,Falaniko Vitale,Matt Lindland,1.0,4.125,27.875,3.6666666666666665,2.0,2.0,12.0,0.0,30.584531143052704,19.333333333333332,9.0,0.0,32.12405721631863,1.0,0.0,2.0,28.895277207392198,18.875,1.0,1.0344827586206897,28.895277207392198,71.0,0.0,28.895277207392198,1.0344827586206897,3.875,15.0,0.0,0.9722222222222222,4,0.9743243243243243
UFC 43: Meltdown,Frank Mir vs. Wes Sims,2003-06-06,W/L,Heavyweight Bout,DQ ,Frank Mir,Wes Sims,1.0,0.0,1.0,0.0,6.0,3.3333333333333335,0.0,4.0,23.838466803559207,1.0,0.0,2.2,,1.6666666666666667,0.8,3.4,22.444900752908968,1.0,4.0,0.8935064935064935,24.035592060232716,1.0,1.3333333333333333,24.035592060232716,5.217391304347826,0.0,1.0,1.0,0.9146341463414634,0,0.9349112426035503
UFC 43: Meltdown,Kimo Leopoldo vs. David Abbott,2003-06-06,W/L,Heavyweight Bout,Submission ,David Abbott,Kimo Leopoldo,1.0,1.6,6.6,2.3333333333333335,21.0,5.666666666666667,6.0,15.0,26.677618069815196,7.666666666666667,2.0,2.9411764705882355,9.694095949563971,5.666666666666667,0.47058823529411764,8.529411764705882,30.21492128678987,5.6,20.0,1.091866797607357,38.110882956878854,13.0,2.3333333333333335,38.110882956878854,21.0,0.8,7.333333333333333,0.0,0.96,0,0.9716494845360826
UFC 43: Meltdown,Pedro Rizzo vs. Tra Telligman,2003-06-06,W/L,Heavyweight Bout,TKO - Doctor's Stoppage ,Pedro Rizzo,Tra Telligman,1.0,10.75,14.25,14.333333333333334,42.0,22.0,24.0,29.0,32.0,18.666666666666668,9.0,15.307692307692308,10.364603025308003,11.333333333333334,1.1538461538461537,19.692307692307693,24.45448323066393,9.5,27.0,2.6184397163120567,29.09240246406571,34.0,14.666666666666666,29.09240246406571,4.25531914893617,2.5,12.666666666666666,2.3333333333333335,0.9864864864864865,64,0.9895697522816167
UFC 43: Meltdown,Randy Couture vs. Chuck Liddell,2003-06-06,W/L,UFC Interim Light Heavyweight Title Bout,KO/TKO ,Chuck Liddell,Randy Couture,1.0,8.4,31.1,12.0,46.0,26.0,28.0,44.0,33.93839835728953,34.333333333333336,8.0,16.3,35.80233674230056,10.0,1.9,26.7,28.407939767282684,24.5,18.0,3.020979986197378,33.46748802190281,69.0,14.666666666666666,33.46748802190281,4.457142857142857,2.8,28.0,2.0,1.0136986301369864,44,1.0133333333333334
UFC 43: Meltdown,Vernon White vs. Ian Freeman,2003-06-06,D/D,Heavyweight Bout,Decision - Split ,Ian Freeman,Vernon White,0.0,8.0,45.0,8.0,34.0,17.666666666666668,8.0,5.0,31.50718685831622,45.0,11.0,1.8333333333333333,,14.666666666666666,1.5,16.5,33.3305954825462,22.0,29.0,3.129137529137529,36.56947296372348,45.0,3.0,36.56947296372348,7.418181818181819,11.0,22.0,1.6666666666666667,0.9861111111111112,21,0.9932705248990579
UFC 43: Meltdown,Vitor Belfort vs. Marvin Eastman,2003-06-06,W/L,Light Heavyweight Bout,KO/TKO ,Marvin Eastman,Vitor Belfort,1.0,3.5,10.375,7.333333333333333,1.0,1.0,14.0,1.0,19.854893908281998,12.0,2.0,1.0,15.175825658735148,0.0,0.0,1.0,31.994524298425734,9.0,0.0,0.8955223880597015,31.994524298425734,20.0,1.0,31.994524298425734,0.8955223880597015,0.25,9.0,0.0,0.9583333333333334,5,0.9864864864864865
UFC 43: Meltdown,Yves Edwards vs. Eddie Ruiz,2003-06-06,W/L,Lightweight Bout,Decision - Unanimous ,Eddie Ruiz,Yves Edwards,1.0,8.4,20.0,11.666666666666666,3.0,3.0,27.0,2.0,24.993839835728952,26.0,12.0,2.0,23.497773970319454,0.0,1.0,3.0,35.98904859685147,10.2,0.0,0.2,35.98904859685147,51.0,2.0,35.98904859685147,0.2,5.8,14.0,1.0,0.9710144927536232,9,0.9424657534246575
UFC 44: Undisputed,Andrei Arlovski vs. Vladimir Matyushenko,2003-09-26,W/L,Heavyweight Bout,KO/TKO ,Andrei Arlovski,Vladimir Matyushenko,1.0,4.6,17.8,4.666666666666667,38.0,20.333333333333332,11.0,37.0,30.483230663928815,17.666666666666668,5.0,11.8,21.96337429054367,8.333333333333334,0.4,14.8,21.78507871321013,12.2,10.0,6.180362816157559,24.640657084188913,24.0,16.666666666666668,24.640657084188913,10.769230769230768,2.8,13.333333333333334,0.6666666666666666,1.0416666666666667,10,1.0405405405405406
UFC 44: Undisputed,Hermes Franca vs. Caol Uno,2003-09-26,W/L,Lightweight Bout,KO/TKO ,Caol Uno,Hermes Franca,1.0,11.5,20.0,11.5,64.0,43.666666666666664,20.0,41.0,28.66255989048597,20.0,4.0,13.0,27.0,17.333333333333332,4.142857142857143,29.714285714285715,25.79876796714579,16.0,29.0,3.004501669051025,28.386036960985628,27.0,14.0,28.386036960985628,4.444444444444445,2.5,16.0,7.666666666666667,1.0151515151515151,4,0.9859154929577465
UFC 44: Undisputed,Jorge Rivera vs. David Loiseau,2003-09-26,W/L,Middleweight Bout,Decision - Unanimous ,David Loiseau,Jorge Rivera,1.0,20.0,80.0,20.0,35.0,25.5,20.0,8.0,31.575633127994525,80.0,24.0,4.5,,20.0,1.5,25.5,23.353867214236825,39.0,25.0,3.209219858156029,23.77549623545517,80.0,4.5,23.77549623545517,4.085106382978724,24.0,39.0,1.5,0.9863013698630136,26,1.0410958904109588
UFC 44: Undisputed,Josh Thomson vs. Gerald Strebendt,2003-09-26,W/L,Lightweight Bout,KO/TKO ,Gerald Strebendt,Josh Thomson,1.0,1.0,11.0,1.0,0.0,0.0,1.0,0.0,25.013004791238878,11.0,1.0,0.0,,0.0,0.0,0.0,24.57221081451061,10.0,0.0,0.0,24.57221081451061,11.0,0.0,24.57221081451061,0.0,1.0,10.0,0.0,0.9857142857142858,0,0.995774647887324
UFC 44: Undisputed,Karo Parisyan vs. Dave Strasser,2003-09-26,W/L,Welterweight Bout,Submission ,Dave Strasser,Karo Parisyan,1.0,3.0,13.0,3.0,60.0,31.0,3.0,22.0,21.078713210130047,13.0,3.0,11.5,,23.5,6.5,31.0,33.782340862423,8.0,46.0,2.2586206896551726,34.20396988364134,13.0,11.5,34.20396988364134,4.0,3.0,8.0,6.5,1.0,6,0.9986111111111112
UFC 44: Undisputed,Nick Diaz vs. Jeremy Jackson,2003-09-26,W/L,Welterweight Bout,Submission ,Jeremy Jackson,Nick Diaz,1.0,1.0,17.0,1.0,9.0,9.0,1.0,0.0,20.150581793292265,17.0,3.0,0.0,,9.0,0.0,9.0,21.018480492813143,14.0,9.0,0.7458563535911602,21.018480492813143,17.0,0.0,21.018480492813143,0.7458563535911602,3.0,14.0,0.0,0.958904109589041,7,0.9460526315789475
UFC 44: Undisputed,Randy Couture vs. Tito Ortiz,2003-09-26,W/L,UFC Light Heavyweight Title Bout,Decision - Unanimous ,Randy Couture,Tito Ortiz,1.0,4.416666666666667,28.416666666666668,10.0,88.0,57.666666666666664,24.0,28.0,22.349075975359344,51.333333333333336,11.0,7.7272727272727275,40.745162399694514,45.333333333333336,3.5454545454545454,36.27272727272727,33.93839835728953,21.166666666666668,65.0,2.949038360483447,40.26283367556468,74.0,12.333333333333334,40.26283367556468,4.974093264248705,3.3333333333333335,28.0,6.333333333333333,0.9733333333333334,5,1.0135135135135136
UFC 44: Undisputed,Rich Franklin vs. Edwin DeWees,2003-09-26,W/L,Light Heavyweight Bout,KO/TKO ,Edwin DeWees,Rich Franklin,1.0,9.5,26.5,9.5,4.0,4.0,16.0,0.0,28.553045859000683,26.5,15.0,0.0,16.0,1.0,3.0,4.0,21.136208076659823,17.0,1.0,1.1162790697674418,21.136208076659823,37.0,0.0,21.136208076659823,1.1162790697674418,8.0,17.0,3.0,1.0,2,0.9855263157894738
UFC 44: Undisputed,Tim Sylvia vs. Gan McGee,2003-09-26,W/L,UFC Heavyweight Title Bout,KO/TKO ,Gan McGee,Tim Sylvia,1.0,34.666666666666664,53.333333333333336,34.666666666666664,17.0,11.0,91.0,17.0,26.562628336755647,53.333333333333336,13.0,6.5,68.88207064568235,9.0,1.0,10.75,23.991786447638603,45.0,13.0,2.984240879014145,26.847364818617386,138.0,8.333333333333334,26.847364818617386,3.68421052631579,4.666666666666667,45.0,1.3333333333333333,1.025,25,1.0574999999999999
UFC 45: Revolution,Evan Tanner vs. Phil Baroni,2003-11-21,W/L,Middleweight Bout,KO/TKO ,Evan Tanner,Phil Baroni,1.0,4.666666666666667,25.166666666666668,6.333333333333333,70.0,34.666666666666664,8.0,10.0,24.856947296372347,23.0,29.0,3.888888888888889,26.357167663075582,21.0,6.0,21.555555555555557,27.906913073237508,14.166666666666666,47.0,4.291371158392435,32.77481177275838,44.0,5.666666666666667,32.77481177275838,7.752808988764045,10.666666666666666,12.333333333333334,10.666666666666666,1.0434782608695652,7,1.0277777777777777
UFC 45: Revolution,Keith Rockel vs. Chris Liguori,2003-11-21,W/L,Middleweight Bout,Submission ,Chris Liguori,Keith Rockel,1.0,1.0,5.5,1.0,1.0,1.0,2.0,1.0,36.37234770704997,5.5,1.0,1.0,6.0,0.0,0.0,1.0,,4.5,0.0,0.28708133971291866,,6.0,1.0,,0.28708133971291866,0.5,4.5,0.0,0.9583333333333334,3,0.9621621621621622
UFC 45: Revolution,Matt Hughes vs. Frank Trigg,2003-11-21,W/L,UFC Welterweight Title Bout,Submission ,Frank Trigg,Matt Hughes,1.0,3.7777777777777777,29.333333333333332,4.333333333333333,0.0,0.0,13.0,0.0,25.946611909650922,22.0,29.0,0.0,33.49133414980021,0.0,0.0,0.0,31.540041067761805,22.88888888888889,0.0,0.0,31.540041067761805,77.0,0.0,31.540041067761805,0.0,6.222222222222222,18.666666666666668,0.0,1.0,0,0.9726027397260274
UFC 45: Revolution,Matt Lindland vs. Falaniko Vitale,2003-11-21,W/L,Middleweight Bout,KO/TKO ,Falaniko Vitale,Matt Lindland,1.0,3.888888888888889,28.666666666666668,2.3333333333333335,3.0,2.5,12.0,2.0,30.584531143052704,25.666666666666668,9.0,1.0,26.06479937716766,0.5,0.0,2.5,28.895277207392198,18.88888888888889,1.0,0.6215287489511329,29.35523613963039,71.0,1.0,29.35523613963039,1.0344827586206897,3.7777777777777777,16.666666666666668,0.0,0.9722222222222222,16,0.9743243243243243
UFC 45: Revolution,Pedro Rizzo vs. Ricco Rodriguez,2003-11-21,W/L,Heavyweight Bout,Decision - Unanimous ,Pedro Rizzo,Ricco Rodriguez,1.0,6.142857142857143,25.428571428571427,9.333333333333334,42.0,27.333333333333332,15.0,29.0,23.860369609856264,20.333333333333332,14.0,15.0,25.56520645867472,13.0,1.1428571428571428,20.428571428571427,24.45448323066393,20.285714285714285,27.0,2.35177304964539,29.5523613963039,42.0,13.666666666666666,29.5523613963039,4.25531914893617,3.5714285714285716,17.0,2.6666666666666665,0.9605263157894737,56,0.9595448798988624
UFC 45: Revolution,Robbie Lawler vs. Chris Lytle,2003-11-21,W/L,Welterweight Bout,Decision - Unanimous ,Chris Lytle,Robbie Lawler,1.0,11.0,28.4,6.0,37.0,19.5,34.0,31.0,20.139630390143736,16.666666666666668,12.0,16.5,25.19790051974314,9.0,2.5,19.5,26.250513347022586,19.8,18.0,1.3333333333333335,29.259411362080765,64.0,16.5,29.259411362080765,2.466666666666667,7.4,10.333333333333334,2.5,1.0,87,0.918918918918919
UFC 45: Revolution,Wesley Correira vs. David Abbott,2003-11-21,W/L,Heavyweight Bout,TKO - Doctor's Stoppage ,David Abbott,Wesley Correira,1.0,10.0,20.333333333333332,10.0,21.0,4.0,24.0,15.0,23.876796714579054,20.333333333333332,4.0,3.0,23.735869167773107,4.0,0.4444444444444444,8.666666666666666,30.21492128678987,18.333333333333332,20.0,2.076573653471772,38.57084188911704,26.0,1.3333333333333333,38.57084188911704,21.0,1.6666666666666667,18.333333333333332,0.0,0.96,9,0.9654289372599233
UFC 45: Revolution,Yves Edwards vs. Nick Agallar,2003-11-21,W/L,Lightweight Bout,KO/TKO ,Nick Agallar,Yves Edwards,1.0,10.5,22.166666666666668,17.0,5.0,5.0,27.0,4.0,24.993839835728952,35.0,12.0,4.0,22.80281793435356,2.0,0.0,5.0,24.854209445585216,10.833333333333334,2.0,0.6912442396313364,24.854209445585216,51.0,4.0,24.854209445585216,0.6912442396313364,5.0,17.666666666666668,0.0,0.9855072463768116,42,0.9561643835616438
UFC 46: Supernatural,BJ Penn vs. Matt Hughes,2004-01-31,W/L,UFC Welterweight Title Bout,Submission ,BJ Penn,Matt Hughes,1.0,3.4,26.8,3.0,67.0,38.666666666666664,13.0,39.0,25.946611909650922,16.0,29.0,10.5,25.861866967178145,23.666666666666668,7.375,29.625,22.390143737166323,20.9,44.0,2.823082437275984,25.13347022587269,77.0,13.0,25.13347022587269,27.272727272727273,5.7,15.0,11.0,1.0,4,0.958904109589041
UFC 46: Supernatural,Frank Mir vs. Wes Sims,2004-01-31,W/L,Heavyweight Bout,KO/TKO ,Frank Mir,Wes Sims,1.0,1.0,9.5,1.0,28.0,10.666666666666666,2.0,4.0,23.838466803559207,9.5,17.0,2.5,1.0,7.333333333333333,1.8333333333333333,7.5,22.444900752908968,1.0,18.0,1.4553603259485612,24.689938398357288,18.0,1.3333333333333333,24.689938398357288,5.217391304347826,8.5,1.0,2.3333333333333335,0.9146341463414634,8,0.9349112426035503
UFC 46: Supernatural,Georges St-Pierre vs. Karo Parisyan,2004-01-31,W/L,Welterweight Bout,Decision - Unanimous ,Georges St-Pierre,Karo Parisyan,1.0,1.5,7.0,1.5,46.0,46.0,3.0,7.0,21.078713210130047,7.0,3.0,7.0,13.0,29.0,14.0,46.0,22.702258726899384,4.5,29.0,3.066666666666667,22.702258726899384,13.0,7.0,22.702258726899384,3.066666666666667,1.5,4.5,14.0,1.0142857142857142,15,1.0555555555555556
UFC 46: Supernatural,Josh Thomson vs. Hermes Franca,2004-01-31,W/L,Lightweight Bout,Decision - Majority ,Hermes Franca,Josh Thomson,1.0,13.5,25.5,13.5,27.0,20.666666666666668,26.0,20.0,25.013004791238878,25.5,4.0,9.666666666666666,11.0,17.0,2.6666666666666665,20.666666666666668,28.66255989048597,13.0,20.0,1.646828803051979,29.43189596167009,40.0,9.666666666666666,29.43189596167009,1.8,2.5,13.0,2.6666666666666665,0.9428571428571428,20,1.0
UFC 46: Supernatural,Lee Murray vs. Jorge Rivera,2004-01-31,W/L,Middleweight Bout,Submission ,Jorge Rivera,Lee Murray,1.0,0.0,0.0,0.0,80.0,41.0,0.0,20.0,26.38466803559206,0.0,0.0,10.0,,20.0,12.0,41.0,31.575633127994525,0.0,39.0,3.238095238095238,31.923340177960302,0.0,10.0,31.923340177960302,5.333333333333333,0.0,0.0,12.0,0.9733333333333334,1,0.9517601043024772
UFC 46: Supernatural,Matt Serra vs. Jeff Curran,2004-01-31,W/L,Lightweight Bout,Decision - Unanimous ,Jeff Curran,Matt Serra,1.0,3.6666666666666665,16.666666666666668,4.666666666666667,9.0,9.0,9.0,4.0,26.921286789869953,26.333333333333332,15.0,4.0,12.528628278527055,5.0,3.0,9.0,26.412046543463383,7.5,5.0,0.6,26.412046543463383,45.0,4.0,26.412046543463383,0.6,6.333333333333333,11.666666666666666,3.0,1.0,9,1.0147058823529411
UFC 46: Supernatural,Renato Verissimo vs. Carlos Newton,2004-01-31,W/L,Welterweight Bout,Decision - Unanimous ,Carlos Newton,Renato Verissimo,1.0,6.0,22.0,6.0,20.0,2.3333333333333335,6.0,19.0,30.494182067077343,22.0,2.0,4.285714285714286,,1.3333333333333333,1.5714285714285714,6.285714285714286,21.741273100616016,20.0,10.0,0.14260419775191485,27.45516769336071,22.0,0.6666666666666666,27.45516769336071,1.1538461538461537,2.0,20.0,1.0,0.9452054794520548,5,0.9504021447721182
UFC 46: Supernatural,Vitor Belfort vs. Randy Couture,2004-01-31,W/L,UFC Light Heavyweight Title Bout,TKO - Doctor's Stoppage ,Randy Couture,Vitor Belfort,1.0,3.2222222222222223,9.333333333333334,5.333333333333333,88.0,45.0,14.0,28.0,19.854893908281998,10.0,2.0,7.166666666666667,12.21274097751088,34.666666666666664,3.25,33.333333333333336,33.93839835728953,8.11111111111111,65.0,2.7936178107606673,40.610540725530456,20.0,9.666666666666666,40.610540725530456,4.974093264248705,0.2222222222222222,7.0,4.666666666666667,1.0138888888888888,2,1.0135135135135136
UFC 47: It's On!,Andrei Arlovski vs. Wesley Correira,2004-04-02,W/L,Heavyweight Bout,KO/TKO ,Andrei Arlovski,Wesley Correira,1.0,8.25,16.25,3.0,51.0,24.666666666666668,24.0,37.0,23.876796714579054,13.0,4.0,15.0,19.176114987668324,18.666666666666668,0.6666666666666666,20.833333333333332,21.78507871321013,14.25,41.0,7.822348631760396,25.15811088295688,26.0,14.666666666666666,25.15811088295688,10.769230769230768,1.25,12.0,1.0,1.0,52,0.9859154929577465
UFC 47: It's On!,Chris Lytle vs. Tiki Ghosn,2004-04-02,W/L,Welterweight Bout,Submission ,Chris Lytle,Tiki Ghosn,1.0,9.5,14.75,7.666666666666667,37.0,24.333333333333332,15.0,31.0,23.080082135523615,11.666666666666666,10.0,18.0,8.267203542071986,13.333333333333334,4.0,24.333333333333332,26.250513347022586,5.25,22.0,2.527443105756359,29.623545516769337,27.0,18.0,29.623545516769337,4.91566265060241,5.25,3.0,4.0,1.0142857142857142,65,0.9457579972183587
UFC 47: It's On!,Chuck Liddell vs. Tito Ortiz,2004-04-02,W/L,Light Heavyweight Bout,KO/TKO ,Chuck Liddell,Tito Ortiz,1.0,5.076923076923077,27.23076923076923,12.666666666666666,46.0,19.333333333333332,24.0,44.0,22.349075975359344,34.333333333333336,11.0,16.90909090909091,34.0797397138396,15.0,1.8181818181818181,26.363636363636363,28.407939767282684,20.076923076923077,22.0,3.426371176203952,34.29158110882957,74.0,15.666666666666666,34.29158110882957,4.457142857142857,3.076923076923077,24.666666666666668,0.6666666666666666,0.9866666666666667,65,1.027027027027027
UFC 47: It's On!,Genki Sudo vs. Mike Brown,2004-04-02,W/L,Lightweight Bout,Submission ,Genki Sudo,Mike Brown,1.0,1.0,13.0,1.0,24.0,13.0,1.0,11.0,28.566735112936346,13.0,0.0,4.666666666666667,,7.0,2.6666666666666665,13.0,24.347707049965777,7.0,13.0,1.5543150190129162,26.069815195071868,13.0,4.666666666666667,26.069815195071868,1.7061611374407584,0.0,7.0,2.6666666666666665,1.0454545454545454,0,1.01
UFC 47: It's On!,Jonathan Wiezorek vs. Wade Shipp,2004-04-02,W/L,Heavyweight Bout,KO/TKO ,Jonathan Wiezorek,Wade Shipp,1.0,4.0,20.0,4.0,10.0,10.0,4.0,0.0,29.144421629021217,20.0,7.0,0.0,,10.0,0.0,10.0,26.140999315537304,11.0,10.0,2.142857142857143,26.140999315537304,20.0,0.0,26.140999315537304,2.142857142857143,7.0,11.0,0.0,1.0,0,1.001285347043702
UFC 47: It's On!,Mike Kyle vs. Wes Sims,2004-04-02,W/L,Heavyweight Bout,KO/TKO ,Mike Kyle,Wes Sims,1.0,0.6666666666666666,6.333333333333333,0.6666666666666666,13.0,13.0,2.0,2.0,23.838466803559207,6.333333333333333,17.0,2.0,10.775379462364743,8.0,1.0,13.0,24.005475701574266,0.6666666666666666,8.0,2.608695652173913,24.005475701574266,18.0,2.0,24.005475701574266,2.608695652173913,5.666666666666667,0.6666666666666666,1.0,0.926829268292683,3,0.9112426035502958
UFC 47: It's On!,Nick Diaz vs. Robbie Lawler,2004-04-02,W/L,Welterweight Bout,KO/TKO ,Nick Diaz,Robbie Lawler,1.0,11.5,26.333333333333332,9.333333333333334,22.0,19.5,34.0,18.0,20.139630390143736,20.333333333333332,12.0,9.5,26.60616323933383,14.0,3.0,19.5,20.150581793292265,18.666666666666668,14.0,2.392399429144706,20.66803559206023,64.0,9.5,20.66803559206023,3.3759590792838874,6.666666666666667,13.0,3.0,1.028169014084507,69,1.027027027027027
UFC 47: It's On!,Yves Edwards vs. Hermes Franca,2004-04-02,W/L,Lightweight Bout,Decision - Split ,Hermes Franca,Yves Edwards,1.0,10.857142857142858,22.0,12.333333333333334,27.0,14.333333333333334,27.0,20.0,24.993839835728952,25.0,12.0,8.5,25.413496850802357,12.333333333333334,2.0,17.5,28.66255989048597,10.571428571428571,20.0,1.2246065808297568,29.60164271047228,51.0,4.666666666666667,29.60164271047228,1.8,4.571428571428571,11.0,1.3333333333333333,0.9565217391304348,38,0.9726027397260274
UFC 48: Payback,Evan Tanner vs. Phil Baroni,2004-06-19,W/L,Middleweight Bout,Decision - Unanimous ,Evan Tanner,Phil Baroni,1.0,6.285714285714286,24.857142857142858,9.0,73.0,35.666666666666664,16.0,39.0,24.856947296372347,28.0,29.0,7.4,23.655861602389013,23.666666666666668,6.9,26.7,27.906913073237508,14.428571428571429,55.0,4.358037825059102,33.35249828884326,44.0,16.333333333333332,33.35249828884326,7.752808988764045,10.0,15.0,8.666666666666666,1.0434782608695652,63,1.0277777777777777
