feature,timing
precomp_avg_sig_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_avg_sig_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_avg_sig_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_avg_sig_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_sig_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_recent_avg_sig_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_recent_avg_sig_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_sig_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_avg_total_strikes_landed_per_min_peak_vs_opp,precomp
precomp_avg_total_strikes_landed_per_min_valley_vs_opp,precomp
precomp_avg_total_strikes_landed_per_min_vs_peak_vs_opp,precomp
precomp_avg_total_strikes_landed_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_total_strikes_landed_per_min_peak_vs_opp,precomp
precomp_recent_avg_total_strikes_landed_per_min_valley_vs_opp,precomp
precomp_recent_avg_total_strikes_landed_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_total_strikes_landed_per_min_vs_valley_vs_opp,precomp
precomp_avg_total_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_avg_total_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_avg_total_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_avg_total_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_total_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_recent_avg_total_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_recent_avg_total_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_total_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_avg_head_strikes_landed_per_min_peak_vs_opp,precomp
precomp_avg_head_strikes_landed_per_min_valley_vs_opp,precomp
precomp_avg_head_strikes_landed_per_min_vs_peak_vs_opp,precomp
precomp_avg_head_strikes_landed_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_head_strikes_landed_per_min_peak_vs_opp,precomp
precomp_recent_avg_head_strikes_landed_per_min_valley_vs_opp,precomp
precomp_recent_avg_head_strikes_landed_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_head_strikes_landed_per_min_vs_valley_vs_opp,precomp
precomp_avg_head_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_avg_head_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_avg_head_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_avg_head_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_head_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_recent_avg_head_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_recent_avg_head_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_head_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_avg_body_strikes_landed_per_min_peak_vs_opp,precomp
precomp_avg_body_strikes_landed_per_min_valley_vs_opp,precomp
precomp_avg_body_strikes_landed_per_min_vs_peak_vs_opp,precomp
precomp_avg_body_strikes_landed_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_body_strikes_landed_per_min_peak_vs_opp,precomp
precomp_recent_avg_body_strikes_landed_per_min_valley_vs_opp,precomp
precomp_recent_avg_body_strikes_landed_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_body_strikes_landed_per_min_vs_valley_vs_opp,precomp
precomp_avg_body_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_avg_body_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_avg_body_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_avg_body_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_body_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_recent_avg_body_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_recent_avg_body_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_body_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_avg_leg_strikes_landed_per_min_peak_vs_opp,precomp
precomp_avg_leg_strikes_landed_per_min_valley_vs_opp,precomp
precomp_avg_leg_strikes_landed_per_min_vs_peak_vs_opp,precomp
precomp_avg_leg_strikes_landed_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_leg_strikes_landed_per_min_peak_vs_opp,precomp
precomp_recent_avg_leg_strikes_landed_per_min_valley_vs_opp,precomp
precomp_recent_avg_leg_strikes_landed_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_leg_strikes_landed_per_min_vs_valley_vs_opp,precomp
precomp_avg_leg_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_avg_leg_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_avg_leg_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_avg_leg_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_leg_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_recent_avg_leg_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_recent_avg_leg_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_leg_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_avg_distance_strikes_landed_per_min_peak_vs_opp,precomp
precomp_avg_distance_strikes_landed_per_min_valley_vs_opp,precomp
precomp_avg_distance_strikes_landed_per_min_vs_peak_vs_opp,precomp
precomp_avg_distance_strikes_landed_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_distance_strikes_landed_per_min_peak_vs_opp,precomp
precomp_recent_avg_distance_strikes_landed_per_min_valley_vs_opp,precomp
precomp_recent_avg_distance_strikes_landed_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_distance_strikes_landed_per_min_vs_valley_vs_opp,precomp
precomp_avg_distance_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_avg_distance_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_avg_distance_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_avg_distance_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_distance_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_recent_avg_distance_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_recent_avg_distance_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_distance_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_avg_clinch_strikes_landed_per_min_peak_vs_opp,precomp
precomp_avg_clinch_strikes_landed_per_min_valley_vs_opp,precomp
precomp_avg_clinch_strikes_landed_per_min_vs_peak_vs_opp,precomp
precomp_avg_clinch_strikes_landed_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_clinch_strikes_landed_per_min_peak_vs_opp,precomp
precomp_recent_avg_clinch_strikes_landed_per_min_valley_vs_opp,precomp
precomp_recent_avg_clinch_strikes_landed_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_clinch_strikes_landed_per_min_vs_valley_vs_opp,precomp
precomp_avg_clinch_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_avg_clinch_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_avg_clinch_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_avg_clinch_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_clinch_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_recent_avg_clinch_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_recent_avg_clinch_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_clinch_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_avg_ground_strikes_landed_per_min_peak_vs_opp,precomp
precomp_avg_ground_strikes_landed_per_min_valley_vs_opp,precomp
precomp_avg_ground_strikes_landed_per_min_vs_peak_vs_opp,precomp
precomp_avg_ground_strikes_landed_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_ground_strikes_landed_per_min_peak_vs_opp,precomp
precomp_recent_avg_ground_strikes_landed_per_min_valley_vs_opp,precomp
precomp_recent_avg_ground_strikes_landed_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_ground_strikes_landed_per_min_vs_valley_vs_opp,precomp
precomp_avg_ground_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_avg_ground_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_avg_ground_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_avg_ground_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_recent_avg_ground_strikes_attempts_per_min_peak_vs_opp,precomp
precomp_recent_avg_ground_strikes_attempts_per_min_valley_vs_opp,precomp
precomp_recent_avg_ground_strikes_attempts_per_min_vs_peak_vs_opp,precomp
precomp_recent_avg_ground_strikes_attempts_per_min_vs_valley_vs_opp,precomp
precomp_avg_knockdowns_differential_peak_vs_opp,precomp
precomp_avg_knockdowns_differential_valley_vs_opp,precomp
precomp_avg_knockdowns_differential_vs_peak_vs_opp,precomp
precomp_avg_knockdowns_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_knockdowns_differential_peak_vs_opp,precomp
precomp_recent_avg_knockdowns_differential_valley_vs_opp,precomp
precomp_recent_avg_knockdowns_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_knockdowns_differential_vs_valley_vs_opp,precomp
precomp_avg_sub_attempts_differential_peak_vs_opp,precomp
precomp_avg_sub_attempts_differential_valley_vs_opp,precomp
precomp_avg_sub_attempts_differential_vs_peak_vs_opp,precomp
precomp_avg_sub_attempts_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_sub_attempts_differential_peak_vs_opp,precomp
precomp_recent_avg_sub_attempts_differential_valley_vs_opp,precomp
precomp_recent_avg_sub_attempts_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_sub_attempts_differential_vs_valley_vs_opp,precomp
precomp_avg_sub_landed_differential_peak_vs_opp,precomp
precomp_avg_sub_landed_differential_valley_vs_opp,precomp
precomp_avg_sub_landed_differential_vs_peak_vs_opp,precomp
precomp_avg_sub_landed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_sub_landed_differential_peak_vs_opp,precomp
precomp_recent_avg_sub_landed_differential_valley_vs_opp,precomp
precomp_recent_avg_sub_landed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_sub_landed_differential_vs_valley_vs_opp,precomp
precomp_avg_reversals_differential_peak_vs_opp,precomp
precomp_avg_reversals_differential_valley_vs_opp,precomp
precomp_avg_reversals_differential_vs_peak_vs_opp,precomp
precomp_avg_reversals_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_reversals_differential_peak_vs_opp,precomp
precomp_recent_avg_reversals_differential_valley_vs_opp,precomp
precomp_recent_avg_reversals_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_reversals_differential_vs_valley_vs_opp,precomp
precomp_avg_control_differential_peak_vs_opp,precomp
precomp_avg_control_differential_valley_vs_opp,precomp
precomp_avg_control_differential_vs_peak_vs_opp,precomp
precomp_avg_control_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_control_differential_peak_vs_opp,precomp
precomp_recent_avg_control_differential_valley_vs_opp,precomp
precomp_recent_avg_control_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_control_differential_vs_valley_vs_opp,precomp
precomp_avg_takedowns_landed_differential_peak_vs_opp,precomp
precomp_avg_takedowns_landed_differential_valley_vs_opp,precomp
precomp_avg_takedowns_landed_differential_vs_peak_vs_opp,precomp
precomp_avg_takedowns_landed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_takedowns_landed_differential_peak_vs_opp,precomp
precomp_recent_avg_takedowns_landed_differential_valley_vs_opp,precomp
precomp_recent_avg_takedowns_landed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_takedowns_landed_differential_vs_valley_vs_opp,precomp
precomp_avg_takedowns_attempts_differential_peak_vs_opp,precomp
precomp_avg_takedowns_attempts_differential_valley_vs_opp,precomp
precomp_avg_takedowns_attempts_differential_vs_peak_vs_opp,precomp
precomp_avg_takedowns_attempts_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_takedowns_attempts_differential_peak_vs_opp,precomp
precomp_recent_avg_takedowns_attempts_differential_valley_vs_opp,precomp
precomp_recent_avg_takedowns_attempts_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_takedowns_attempts_differential_vs_valley_vs_opp,precomp
precomp_avg_sig_strikes_landed_differential_peak_vs_opp,precomp
precomp_avg_sig_strikes_landed_differential_valley_vs_opp,precomp
precomp_avg_sig_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_avg_sig_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_sig_strikes_landed_differential_peak_vs_opp,precomp
precomp_recent_avg_sig_strikes_landed_differential_valley_vs_opp,precomp
precomp_recent_avg_sig_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_sig_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_avg_sig_strikes_attempts_differential_peak_vs_opp,precomp
precomp_avg_sig_strikes_attempts_differential_valley_vs_opp,precomp
precomp_avg_sig_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_avg_sig_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_sig_strikes_attempts_differential_peak_vs_opp,precomp
precomp_recent_avg_sig_strikes_attempts_differential_valley_vs_opp,precomp
precomp_recent_avg_sig_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_sig_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_avg_total_strikes_landed_differential_peak_vs_opp,precomp
precomp_avg_total_strikes_landed_differential_valley_vs_opp,precomp
precomp_avg_total_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_avg_total_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_strikes_landed_differential_peak_vs_opp,precomp
precomp_recent_avg_total_strikes_landed_differential_valley_vs_opp,precomp
precomp_recent_avg_total_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_avg_total_strikes_attempts_differential_peak_vs_opp,precomp
precomp_avg_total_strikes_attempts_differential_valley_vs_opp,precomp
precomp_avg_total_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_avg_total_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_strikes_attempts_differential_peak_vs_opp,precomp
precomp_recent_avg_total_strikes_attempts_differential_valley_vs_opp,precomp
precomp_recent_avg_total_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_avg_head_strikes_landed_differential_peak_vs_opp,precomp
precomp_avg_head_strikes_landed_differential_valley_vs_opp,precomp
precomp_avg_head_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_avg_head_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_head_strikes_landed_differential_peak_vs_opp,precomp
precomp_recent_avg_head_strikes_landed_differential_valley_vs_opp,precomp
precomp_recent_avg_head_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_head_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_avg_head_strikes_attempts_differential_peak_vs_opp,precomp
precomp_avg_head_strikes_attempts_differential_valley_vs_opp,precomp
precomp_avg_head_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_avg_head_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_head_strikes_attempts_differential_peak_vs_opp,precomp
precomp_recent_avg_head_strikes_attempts_differential_valley_vs_opp,precomp
precomp_recent_avg_head_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_head_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_avg_body_strikes_landed_differential_peak_vs_opp,precomp
precomp_avg_body_strikes_landed_differential_valley_vs_opp,precomp
precomp_avg_body_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_avg_body_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_body_strikes_landed_differential_peak_vs_opp,precomp
precomp_recent_avg_body_strikes_landed_differential_valley_vs_opp,precomp
precomp_recent_avg_body_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_body_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_avg_body_strikes_attempts_differential_peak_vs_opp,precomp
precomp_avg_body_strikes_attempts_differential_valley_vs_opp,precomp
precomp_avg_body_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_avg_body_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_body_strikes_attempts_differential_peak_vs_opp,precomp
precomp_recent_avg_body_strikes_attempts_differential_valley_vs_opp,precomp
precomp_recent_avg_body_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_body_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_avg_leg_strikes_landed_differential_peak_vs_opp,precomp
precomp_avg_leg_strikes_landed_differential_valley_vs_opp,precomp
precomp_avg_leg_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_avg_leg_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_leg_strikes_landed_differential_peak_vs_opp,precomp
precomp_recent_avg_leg_strikes_landed_differential_valley_vs_opp,precomp
precomp_recent_avg_leg_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_leg_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_avg_leg_strikes_attempts_differential_peak_vs_opp,precomp
precomp_avg_leg_strikes_attempts_differential_valley_vs_opp,precomp
precomp_avg_leg_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_avg_leg_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_leg_strikes_attempts_differential_peak_vs_opp,precomp
precomp_recent_avg_leg_strikes_attempts_differential_valley_vs_opp,precomp
precomp_recent_avg_leg_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_leg_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_avg_distance_strikes_landed_differential_peak_vs_opp,precomp
precomp_avg_distance_strikes_landed_differential_valley_vs_opp,precomp
precomp_avg_distance_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_avg_distance_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_distance_strikes_landed_differential_peak_vs_opp,precomp
precomp_recent_avg_distance_strikes_landed_differential_valley_vs_opp,precomp
precomp_recent_avg_distance_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_distance_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_avg_distance_strikes_attempts_differential_peak_vs_opp,precomp
precomp_avg_distance_strikes_attempts_differential_valley_vs_opp,precomp
precomp_avg_distance_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_avg_distance_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_distance_strikes_attempts_differential_peak_vs_opp,precomp
precomp_recent_avg_distance_strikes_attempts_differential_valley_vs_opp,precomp
precomp_recent_avg_distance_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_distance_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_avg_clinch_strikes_landed_differential_peak_vs_opp,precomp
precomp_avg_clinch_strikes_landed_differential_valley_vs_opp,precomp
precomp_avg_clinch_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_avg_clinch_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_clinch_strikes_landed_differential_peak_vs_opp,precomp
precomp_recent_avg_clinch_strikes_landed_differential_valley_vs_opp,precomp
precomp_recent_avg_clinch_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_clinch_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_avg_clinch_strikes_attempts_differential_peak_vs_opp,precomp
precomp_avg_clinch_strikes_attempts_differential_valley_vs_opp,precomp
precomp_avg_clinch_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_avg_clinch_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_clinch_strikes_attempts_differential_peak_vs_opp,precomp
precomp_recent_avg_clinch_strikes_attempts_differential_valley_vs_opp,precomp
precomp_recent_avg_clinch_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_clinch_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_avg_ground_strikes_landed_differential_peak_vs_opp,precomp
precomp_avg_ground_strikes_landed_differential_valley_vs_opp,precomp
precomp_avg_ground_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_avg_ground_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_ground_strikes_landed_differential_peak_vs_opp,precomp
precomp_recent_avg_ground_strikes_landed_differential_valley_vs_opp,precomp
precomp_recent_avg_ground_strikes_landed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_ground_strikes_landed_differential_vs_valley_vs_opp,precomp
precomp_avg_ground_strikes_attempts_differential_peak_vs_opp,precomp
precomp_avg_ground_strikes_attempts_differential_valley_vs_opp,precomp
precomp_avg_ground_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_avg_ground_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_ground_strikes_attempts_differential_peak_vs_opp,precomp
precomp_recent_avg_ground_strikes_attempts_differential_valley_vs_opp,precomp
precomp_recent_avg_ground_strikes_attempts_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_ground_strikes_attempts_differential_vs_valley_vs_opp,precomp
precomp_avg_comp_time_differential_peak_vs_opp,precomp
precomp_avg_comp_time_differential_valley_vs_opp,precomp
precomp_avg_comp_time_differential_vs_peak_vs_opp,precomp
precomp_avg_comp_time_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_comp_time_differential_peak_vs_opp,precomp
precomp_recent_avg_comp_time_differential_valley_vs_opp,precomp
precomp_recent_avg_comp_time_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_comp_time_differential_vs_valley_vs_opp,precomp
precomp_avg_title_fight_loss_differential_peak_vs_opp,precomp
precomp_avg_title_fight_loss_differential_valley_vs_opp,precomp
precomp_avg_title_fight_loss_differential_vs_peak_vs_opp,precomp
precomp_avg_title_fight_loss_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_title_fight_loss_differential_peak_vs_opp,precomp
precomp_recent_avg_title_fight_loss_differential_valley_vs_opp,precomp
precomp_recent_avg_title_fight_loss_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_title_fight_loss_differential_vs_valley_vs_opp,precomp
precomp_avg_title_fight_losses_differential_peak_vs_opp,precomp
precomp_avg_title_fight_losses_differential_valley_vs_opp,precomp
precomp_avg_title_fight_losses_differential_vs_peak_vs_opp,precomp
precomp_avg_title_fight_losses_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_title_fight_losses_differential_peak_vs_opp,precomp
precomp_recent_avg_title_fight_losses_differential_valley_vs_opp,precomp
precomp_recent_avg_title_fight_losses_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_title_fight_losses_differential_vs_valley_vs_opp,precomp
precomp_avg_sub_absorbed_differential_peak_vs_opp,precomp
precomp_avg_sub_absorbed_differential_valley_vs_opp,precomp
precomp_avg_sub_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_sub_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_sub_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_sub_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_sub_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_sub_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_takedowns_absorbed_differential_peak_vs_opp,precomp
precomp_avg_takedowns_absorbed_differential_valley_vs_opp,precomp
precomp_avg_takedowns_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_takedowns_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_takedowns_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_takedowns_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_takedowns_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_takedowns_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_sig_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_sig_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_sig_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_sig_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_sig_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_sig_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_sig_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_sig_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_total_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_total_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_total_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_total_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_total_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_total_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_total_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_total_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_head_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_head_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_head_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_head_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_head_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_head_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_head_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_head_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_body_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_body_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_body_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_body_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_body_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_body_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_body_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_body_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_leg_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_leg_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_leg_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_leg_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_leg_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_leg_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_recent_avg_leg_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_recent_avg_leg_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_avg_distance_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_avg_distance_strikes_absorbed_differential_valley_vs_opp,precomp
precomp_avg_distance_strikes_absorbed_differential_vs_peak_vs_opp,precomp
precomp_avg_distance_strikes_absorbed_differential_vs_valley_vs_opp,precomp
precomp_recent_avg_distance_strikes_absorbed_differential_peak_vs_opp,precomp
precomp_recent_avg_distance_strikes_absorbed_differential_valley_vs_opp,precomp
